hexId,col,row,terrain,mp,edges,source
3313,33,13,woods,2,,auto
3314,33,14,woods,2,,auto
3315,33,15,mixed,2,,auto
3316,33,16,mixed,2,,auto
3317,33,17,mixed,2,,auto
3318,33,18,broken,3,,auto
3319,33,19,broken,3,,auto
3320,33,20,broken,3,,auto
3321,33,21,broken,3,,auto
3322,33,22,broken,3,,auto
3323,33,23,mixed,2,,auto
3324,33,24,mixed,2,,auto
3325,33,25,broken,3,,auto
3326,33,26,broken,3,,auto
3401,34,1,broken,3,,auto
3402,34,2,broken,3,,auto
3403,34,3,broken,3,,auto
3404,34,4,broken,3,,auto
3405,34,5,mixed,2,,auto
3406,34,6,mixed,2,,auto
3407,34,7,woods,2,,auto
3408,34,8,broken,3,,auto
3409,34,9,mixed,2,,auto
3410,34,10,broken,3,,auto
3411,34,11,mixed,2,,auto
3412,34,12,broken,3,,auto
3413,34,13,broken,3,,auto
3414,34,14,mixed,2,,auto
3415,34,15,broken,3,,auto
3416,34,16,broken,3,,auto
3417,34,17,broken,3,,auto
3418,34,18,mixed,2,,auto
3419,34,19,mixed,2,,auto
3420,34,20,broken,3,,auto
3421,34,21,broken,3,,auto
3422,34,22,broken,3,,auto
3423,34,23,city,1,,manual
3424,34,24,city,1,,manual
3425,34,25,broken,3,,auto
3426,34,26,broken,3,,auto
3501,35,1,broken,3,,auto
3502,35,2,broken,3,,auto
3503,35,3,broken,3,,auto
3504,35,4,broken,3,,auto
3505,35,5,broken,3,,auto
3506,35,6,mixed,2,,auto
3507,35,7,broken,3,,auto
3508,35,8,mixed,2,,auto
3509,35,9,broken,3,,auto
3510,35,10,broken,3,,auto
3511,35,11,mixed,2,,auto
3512,35,12,mixed,2,,auto
3513,35,13,rough,4,,auto
3514,35,14,woods,2,,auto
3515,35,15,woods,2,,auto
3516,35,16,mixed,2,,auto
3517,35,17,mixed,2,,auto
3518,35,18,broken,3,,auto
3519,35,19,rough,4,,auto
3520,35,20,broken,3,,auto
3521,35,21,broken,3,,auto
3522,35,22,broken,3,,auto
3523,35,23,city,1,,manual
3524,35,24,city,1,,manual
3525,35,25,woods,2,,auto
3526,35,26,broken,3,,auto
3601,36,1,broken,3,,auto
3602,36,2,broken,3,,auto
3603,36,3,broken,3,,auto
3604,36,4,broken,3,,auto
3605,36,5,mixed,2,,auto
3606,36,6,mixed,2,,auto
3607,36,7,broken,3,,auto
3608,36,8,mixed,2,,auto
3609,36,9,mixed,2,,auto
3610,36,10,woods,2,,auto
3611,36,11,woods,2,,auto
3612,36,12,rough,4,,auto
3613,36,13,town,1,,manual
3614,36,14,mixed,2,,auto
3615,36,15,woods,2,,auto
3616,36,16,woods,2,,auto
3617,36,17,mixed,2,,auto
3618,36,18,town,1,,manual
3619,36,19,town,1,,manual
3620,36,20,town,1,,manual
3621,36,21,town,1,,manual
3622,36,22,rough,4,,auto
3623,36,23,woods,2,,auto
3624,36,24,woods,2,,auto
3625,36,25,rough,4,,auto
3626,36,26,broken,3,,auto
3701,37,1,broken,3,,auto
3702,37,2,broken,3,,auto
3703,37,3,broken,3,,auto
3704,37,4,broken,3,,auto
3705,37,5,broken,3,,auto
3706,37,6,mixed,2,,auto
3707,37,7,mixed,2,,auto
3708,37,8,mixed,2,,auto
3709,37,9,mixed,2,,auto
3710,37,10,rough,4,,auto
3711,37,11,woods,2,,auto
3712,37,12,broken,3,,auto
3713,37,13,broken,3,,auto
3714,37,14,mixed,2,,auto
3715,37,15,woods,2,,auto
3716,37,16,woods,2,,auto
3717,37,17,mixed,2,,auto
3718,37,18,mixed,2,,auto
3719,37,19,woods,2,,auto
3720,37,20,rough,4,,auto
3721,37,21,rough,4,,auto
3722,37,22,woods,2,,auto
3723,37,23,woods,2,,auto
3724,37,24,woods,2,,auto
3725,37,25,rough,4,,auto
3726,37,26,rough,4,,auto
3801,38,1,broken,3,,auto
3802,38,2,broken,3,,auto
3803,38,3,broken,3,,auto
3804,38,4,broken,3,,auto
3805,38,5,mixed,2,,auto
3806,38,6,mixed,2,,auto
3807,38,7,mixed,2,,auto
3808,38,8,mixed,2,,auto
3809,38,9,rough,4,,auto
3810,38,10,woods,2,,auto
3811,38,11,mixed,2,,auto
3812,38,12,mixed,2,,auto
3813,38,13,broken,3,,auto
3814,38,14,woods,2,,auto
3815,38,15,rough,4,,auto
3816,38,16,woods,2,,auto
3817,38,17,mixed,2,,auto
3818,38,18,mixed,2,,auto
3819,38,19,woods,2,,auto
3820,38,20,woods,2,,auto
3821,38,21,woods,2,,auto
3822,38,22,rough,4,,auto
3823,38,23,woods,2,,auto
3824,38,24,woods,2,,auto
3825,38,25,broken,3,,auto
3826,38,26,broken,3,,auto
3901,39,1,broken,3,,auto
3902,39,2,broken,3,,auto
3903,39,3,broken,3,,auto
3904,39,4,broken,3,,auto
3905,39,5,broken,3,,auto
3906,39,6,mixed,2,,auto
3907,39,7,mixed,2,,auto
3908,39,8,broken,3,,auto
3909,39,9,rough,4,,auto
3910,39,10,broken,3,,auto
3911,39,11,mixed,2,,auto
3912,39,12,mixed,2,,auto
3913,39,13,mixed,2,,auto
3914,39,14,woods,2,,auto
3915,39,15,woods,2,,auto
3916,39,16,woods,2,,auto
3917,39,17,mixed,2,,auto
3918,39,18,mixed,2,,auto
3919,39,19,mixed,2,,auto
3920,39,20,woods,2,,auto
3921,39,21,woods,2,,auto
3922,39,22,rough,4,,auto
3923,39,23,rough,4,,auto
3924,39,24,woods,2,,auto
3925,39,25,woods,2,,auto
3926,39,26,woods,2,,auto
